,Id,Partner,PartnerExposureDate,Total Impressions,LogoImpressions,FollowerInteractionRate,BrandExposureValue,Engagement,ServiceType
9391,-765764300,Rakuten,3/29/2023 2:00:59 AM,24232.0,5585.0,0.011259644715593,7.719061,502,Twitter
9393,-1435407633,Rakuten,3/29/2023 2:01:38 AM,1944.0,890.0,0.0017223874102545,0.8681107,95,Facebook
9395,1488029473,Rakuten,3/29/2023 2:09:25 AM,115427.0,34101.0,0.0002136927057656,0.3007899,1762,Twitter
9396,1443435556,Rakuten,3/29/2023 2:49:57 AM,15197.0,3555.0,0.0039662628724344,0.2936401,166,Twitter
9397,41177424,Rakuten,3/29/2023 3:12:25 AM,510035.0,89480.0,0.000602632834818,172.9342,4969,Twitter
9398,-1110096292,Rakuten,3/29/2023 3:13:00 AM,13006.0,2282.0,0.0011946574916971,5.979997,50,Twitter
9399,1931971959,Rakuten,3/29/2023 3:13:15 AM,405656.0,71168.0,0.0,152.7858,0,Instagram Story
9400,1838890424,Rakuten,3/29/2023 3:27:37 AM,8606.0,8606.0,0.0053835800807537,0.001509115,564,Instagram
9405,-2012982357,Rakuten,3/29/2023 3:28:50 AM,2155.0,591.0,0.0006953167055445,0.02147343,31,Twitter
9410,1758078084,Rakuten,3/29/2023 3:29:41 AM,24038.0,12890.0,0.0260352454855319,0.5955013,1436,Facebook
9415,557661818,Rakuten,3/29/2023 3:32:47 AM,399102.0,61470.0,0.0004205938158883,110.8455,3468,Twitter
9416,1264257596,Rakuten,3/29/2023 3:35:29 AM,3404644.0,2506346.0,0.0142977990546521,3109.325,412708,Instagram
9417,1623380640,Rakuten,3/29/2023 3:47:00 AM,1908303.0,703376.0,0.0106723881697862,8326.013,308060,Instagram
9418,-860767284,Rakuten,3/29/2023 3:50:25 AM,115217.0,36714.0,0.000202898919833,1.262358,1673,Twitter
9419,-514964639,Rakuten,3/29/2023 4:05:23 AM,161786.0,45866.0,0.0004949375324798,9.422057,4081,Twitter
9424,24386408,Rakuten,3/29/2023 4:07:13 AM,613095.0,342424.0,0.0016679550947383,32.29493,19535,Facebook
9428,-233167341,Rakuten,3/29/2023 4:09:55 AM,77757.0,17653.0,0.0090316106372303,7.954238,378,Twitter
9429,-1592286759,Rakuten,3/29/2023 4:10:32 AM,8850.0,1553.0,0.0011468711920292,12.28389,48,Twitter
9430,811822919,Rakuten,3/29/2023 4:12:01 AM,123595.0,29855.0,0.000254199722636,6.297423,2096,Twitter
9432,-2039085328,Rakuten,3/29/2023 4:15:45 AM,21224.0,4546.0,0.0035600793252574,5.482381,149,Twitter
9433,1616106901,Rakuten,3/29/2023 4:18:23 AM,463488.0,263442.0,0.0016227021538521,131.935,19005,Facebook
9436,895311672,Rakuten,3/29/2023 4:18:25 AM,180222.0,94658.0,0.0004849926960027,41.69795,3999,Twitter
9439,1889193685,Rakuten,3/29/2023 4:21:53 AM,98319.0,17523.0,0.0140491721023583,3.357008,588,Twitter
9440,1969322300,Rakuten,3/29/2023 4:24:18 AM,1079558.0,279396.0,0.0059631440579783,4035.63,172127,Instagram
9441,-1458819079,Rakuten,3/29/2023 4:31:54 AM,790335.0,138656.0,0.0042492345811071,4260.127,35037,Twitter
9442,259491800,Rakuten,3/29/2023 4:32:15 AM,11022.0,11022.0,0.0102612563595926,0.002123416,1075,Instagram
9445,525154413,Rakuten,3/29/2023 4:32:19 AM,14615.0,2975.0,0.0029388574295749,0.3467943,123,Twitter
9449,-1605406744,Rakuten,3/29/2023 4:35:39 AM,890614.0,192252.0,0.0018880635887397,150.2334,15568,Twitter
9452,584648496,Rakuten,3/29/2023 4:35:41 AM,60822.0,12028.0,0.0093900078847394,6.921108,393,Twitter
9454,-1444714761,Rakuten,3/29/2023 4:37:56 AM,423070.0,91717.0,0.001756355144664,487.4561,14482,Twitter
9456,-2092725048,Rakuten,3/29/2023 4:39:36 AM,1185997.0,208070.0,0.0055056797750526,1758.449,45397,Twitter
9457,-1355020149,Rakuten,3/29/2023 4:40:36 AM,1871874.0,387884.0,0.0132696731580257,2894.382,383031,Instagram
9458,-1934391831,Rakuten,3/29/2023 4:42:51 AM,13921.0,2443.0,0.0040379423219363,9.56664,169,Twitter
9459,1019145445,Rakuten,3/29/2023 4:50:22 AM,401119.0,114196.0,0.0013693554715095,133.6458,11291,Twitter
9462,-1349657812,Rakuten,3/29/2023 4:51:23 AM,2831230.0,2831230.0,0.0083951085361021,562.8456,242326,Instagram
9465,-1384870110,Rakuten,3/29/2023 4:53:56 AM,1103022.0,1103022.0,0.0,49.03736,113778,TikTok
9468,-568808852,Rakuten,3/29/2023 4:56:33 AM,191260.0,191260.0,0.0059672619047619,1429.604,10025,YouTube
9469,-810631789,Rakuten,3/29/2023 4:57:12 AM,24724.0,5849.0,0.0060210737581535,0.0551497,252,Twitter
9500,1910427414,Rakuten,3/29/2023 4:57:43 AM,9385.0,0.0,0.0003149967068526,0.0006584223,33,Instagram
9502,849913924,Rakuten,3/29/2023 4:59:11 AM,4048.0,1009.0,0.0029382738202045,0.1337897,131,Twitter
9503,271118946,Rakuten,3/29/2023 4:59:35 AM,333715.0,168367.0,0.223384581913119,1.75397,12321,Facebook
9506,698583407,Rakuten,3/29/2023 5:01:29 AM,79727.0,79727.0,0.0013071428571428,0.4074543,2196,YouTube
9527,-1533465764,Rakuten,3/29/2023 5:06:01 AM,18797.0,18797.0,0.031757395263595,0.1256053,3327,Instagram
9528,1922281561,Rakuten,3/29/2023 5:08:12 AM,245071.0,90077.0,0.0008782988508256,1.812015,7242,Twitter
9529,354124938,Rakuten,3/29/2023 5:09:00 AM,91757.0,16098.0,0.0689353600856709,140.7347,11587,Instagram
9530,123882062,Rakuten,3/29/2023 5:13:22 AM,255644.0,44850.0,0.0014457609224927,1587.468,11921,Twitter
9531,-198990958,Rakuten,3/29/2023 5:13:22 AM,216023.0,37899.0,0.0011454753722795,1547.333,9445,Twitter
9532,-1900652142,Rakuten,3/29/2023 5:13:58 AM,713379.0,0.0,0.0026107531575026,4030.937,30577,Facebook
9533,1081115927,Rakuten,3/29/2023 5:14:49 AM,644935.0,113147.0,0.0035699460615852,2862.895,103047,Instagram
9534,343823542,Rakuten,3/29/2023 5:15:47 AM,3234.0,620.0,0.0016149291225551,0.0006237946,72,Twitter
9537,1398533354,Rakuten,3/29/2023 5:16:06 AM,278514.0,135719.0,0.149702661541809,38.61695,8257,Facebook
9539,1864609089,Rakuten,3/29/2023 5:16:31 AM,245121.0,43004.0,0.0008482217844068,529.3641,6994,Twitter
9540,-692887089,Rakuten,3/29/2023 5:27:15 AM,14801.0,2597.0,0.0027716053807373,58.11303,116,Twitter
9541,2089997544,Rakuten,3/29/2023 5:41:54 AM,204772.0,66670.0,0.0005828644403573,2.648803,4806,Twitter
9551,776116918,Rakuten,3/29/2023 5:43:18 AM,840080.0,378085.0,0.0023362471104289,18.87898,27362,Facebook
9561,1071695617,Rakuten,3/29/2023 5:56:57 AM,381593.0,66947.0,0.0,101.2794,0,Instagram Story
9562,1801898962,Rakuten,3/29/2023 6:13:32 AM,242099.0,42474.0,0.0009171079687853,922.1838,7562,Twitter
9563,1230726481,Rakuten,3/29/2023 6:27:00 AM,138677.0,24200.0,0.0001981690585817,33.08504,1634,Twitter
9565,306285294,Rakuten,3/29/2023 6:27:00 AM,84373.0,28754.0,0.0002740679001942,43.3361,3210,Facebook
9567,115204233,Rakuten,3/29/2023 7:13:27 AM,137656.0,34589.0,0.0002679041924156,24.36038,2209,Twitter
9568,-373306274,Rakuten,3/29/2023 7:14:01 AM,187537.0,109073.0,0.0004933222203495,36.69233,5778,Facebook
9570,-1489912686,Rakuten,3/29/2023 7:17:43 AM,1000774.0,0.0,0.0013577033485633,3665.47,15902,Facebook
9571,1232618215,Rakuten,3/29/2023 9:18:00 AM,10995.0,2213.0,0.0025326738823979,0.09391268,106,Twitter
9584,1388058961,Rakuten,3/29/2023 10:10:00 AM,18936.0,4462.0,0.005375958712637,0.3655754,225,Twitter
9595,-419158629,Rakuten,3/29/2023 2:57:05 PM,498907.0,0.0,0.0023943788653794,2984.564,69134,Instagram
9596,1788011371,Rakuten,3/29/2023 5:40:02 PM,471001.0,246776.0,0.0011735768481103,36.88952,13746,Facebook
9598,-1453017843,Rakuten,3/29/2023 6:12:03 PM,1915585.0,1446383.0,0.0100963656623198,14079.77,291517,Instagram
9599,-1924192162,Rakuten,3/29/2023 8:09:06 PM,959488.0,170157.0,0.0042843498591561,4140.726,123704,Instagram
9600,36137601,Rakuten,3/29/2023 8:10:02 PM,606887.0,0.0,0.0013510733028769,1449.419,15825,Facebook
9601,-2060454107,Rakuten,3/29/2023 9:18:21 PM,560880.0,98400.0,0.402767321968,863.9415,42266,Instagram
9602,-1158568712,Rakuten,3/29/2023 9:18:44 PM,30259.0,0.0,0.016381572993031,36.26209,905,Facebook
9603,-987258870,Rakuten,3/29/2023 9:23:39 PM,2673.0,469.0,0.0,0.7301806,0,Instagram Story
9604,-78742603,Rakuten,3/30/2023 1:08:42 AM,510425.0,0.0,0.0013975177816614,2511.165,16369,Facebook
9605,-1224478096,Rakuten,3/30/2023 1:46:19 AM,797819.0,0.0,0.863353462742973,2329.811,65336,Instagram
9608,1772655383,Rakuten,3/30/2023 1:46:24 AM,433.0,0.0,0.0008772761760242,4.270327,37,Facebook
9611,-805914044,Rakuten,3/30/2023 1:47:00 AM,90883.0,0.0,0.0262938726948245,118.3804,442,Twitter
9613,637122205,Rakuten,3/30/2023 1:47:01 AM,7199.0,0.0,0.0026792488619119,17.26708,113,Facebook
9615,-997716430,Rakuten,3/30/2023 3:04:00 AM,25758.0,4519.0,0.0076615589606928,42.79457,322,Twitter
9616,-1183477658,Rakuten,3/30/2023 3:05:00 AM,154198.0,27053.0,0.124912326584957,469.4659,21015,Instagram
9617,611631116,Rakuten,3/30/2023 9:16:00 AM,25974.0,6882.0,0.0052346055010945,3.65616,220,Twitter
9619,1612176314,Rakuten,3/30/2023 4:40:47 PM,190575.0,90466.0,0.0008015693650757,18.50325,9389,Facebook
9620,-1365196048,Rakuten,3/30/2023 5:15:00 PM,118425.0,23074.0,0.0002707754427148,0.4074598,2235,Twitter
9624,-1234033271,Rakuten,3/30/2023 6:17:00 PM,218718.0,45259.0,0.0003989546008321,0.4257252,3293,Twitter
9626,-1113464620,Rakuten,3/30/2023 6:17:01 PM,1504994.0,897539.0,0.0028902913494952,52.48937,33856,Facebook
9627,-1804903483,Rakuten,3/30/2023 6:53:56 PM,495167.0,495167.0,0.0017537533554563,2.209193,50669,Instagram
9630,-1202188165,Rakuten,3/30/2023 7:00:32 PM,3774.0,663.0,0.0,1.376268,0,Instagram Story
9632,385521350,Rakuten,3/30/2023 7:02:17 PM,6021.0,1057.0,0.0070306517855071,10.79714,606,Instagram
9634,-1662998442,Rakuten,3/30/2023 7:02:21 PM,458.0,0.0,0.0008608815426997,0.5229785,10,Facebook
9636,-123847608,Rakuten,3/30/2023 8:20:00 PM,174829.0,66073.0,0.0005070132421033,10.33686,5939,Facebook
9639,-700682351,Rakuten,3/30/2023 8:20:00 PM,126978.0,20815.0,0.0002391546863172,4.688761,1974,Twitter
9643,231172772,Rakuten,3/30/2023 9:30:00 PM,224981.0,41363.0,0.000718917886832,25.06581,5934,Twitter
9644,627457640,Rakuten,3/30/2023 9:30:01 PM,292807.0,93772.0,0.000866421517782,39.88104,10149,Facebook
9645,288671970,Rakuten,3/30/2023 9:31:17 PM,1092114.0,1092114.0,0.0038279280066363,55.49953,110632,Instagram
9646,-1268249613,Rakuten,3/30/2023 9:36:12 PM,199825.0,199825.0,0.0,9.967574,33921,TikTok
9647,1152069880,Rakuten,3/30/2023 9:36:58 PM,308466.0,54117.0,0.0,17.26985,0,Instagram Story
9648,-1418737519,Rakuten,3/30/2023 10:22:00 PM,31843.0,0.0,0.0720587815393987,10.42222,7571,Instagram
9649,745547693,Rakuten,3/30/2023 11:06:02 PM,600671.0,137413.0,0.0022517370820123,1021.382,18586,Twitter
9651,-1178888202,Rakuten,3/31/2023 3:02:00 AM,66681.0,15144.0,0.0122061482820976,0.01814842,513,Twitter
9652,1707925035,Rakuten,3/31/2023 3:51:41 AM,100062.0,17555.0,0.0765517568963675,361.3239,12893,Instagram
9653,-1601169438,Rakuten,3/31/2023 11:33:00 AM,16453.0,2887.0,0.00256971542781,20.4921,108,Twitter
9654,-1158665600,Rakuten,3/31/2023 2:31:00 PM,350607.0,59111.0,0.0010323389473704,1788.085,8521,Twitter
9655,-2009084915,Rakuten,3/31/2023 3:32:00 PM,306974.0,53856.0,0.0008199589245162,736.7769,6768,Twitter
9656,1859590002,Rakuten,3/31/2023 3:32:01 PM,427828.0,0.0,0.0009142968365841,572.153,10710,Facebook
9657,324693528,Rakuten,3/31/2023 3:32:18 PM,853791.0,149788.0,0.0037417722294868,2032.645,108173,Instagram
9658,52913319,Rakuten,3/31/2023 5:01:14 PM,83814.0,0.0,0.0388328452109773,92.23182,2148,Facebook
9659,1432617992,Rakuten,3/31/2023 5:01:17 PM,8969.0,1574.0,0.0131072070615316,16.77703,1378,Instagram
9660,1676016356,Rakuten,3/31/2023 5:01:20 PM,4576.0,803.0,0.0038677368150417,9.757719,173,Twitter
9661,193028797,Rakuten,3/31/2023 5:06:37 PM,2989.0,525.0,0.0,0.9457109,0,Instagram Story
9662,896968523,Rakuten,3/31/2023 5:35:42 PM,208427.0,70954.0,0.0002464238257189,0.5489106,2034,Twitter
9663,-1472246173,Rakuten,3/31/2023 6:32:46 PM,68517.0,0.0,0.0150505651397977,122.305,253,Twitter
9669,-1916392182,Rakuten,3/31/2023 6:33:29 PM,42471.0,0.0,0.0001049179096323,210.793,1229,Facebook
9675,495115200,Rakuten,3/31/2023 6:33:56 PM,3567.0,0.0,0.0001148809523809,71.34,193,YouTube
9681,-913184850,Rakuten,3/31/2023 6:35:12 PM,400.0,0.0,0.0002608242044861,2.117,11,Facebook
9687,622899628,Rakuten,3/31/2023 7:00:01 PM,1076104.0,0.0,0.0014504965033054,3813.478,16991,Facebook
9688,-1441389412,Rakuten,3/31/2023 7:09:42 PM,376093.0,0.0,0.001112010326176,2476.151,13026,Facebook
9689,354501156,Rakuten,3/31/2023 7:10:38 PM,352560.0,61853.0,0.0010706230815529,2521.598,8837,Twitter
9690,-1154672419,Rakuten,3/31/2023 7:10:58 PM,1361989.0,0.0,0.0069005885699482,11289.81,199493,Instagram
9691,1268125185,Rakuten,3/31/2023 8:03:55 PM,3879.0,681.0,0.0,0.1053393,0,Instagram Story
9693,1201693509,Rakuten,3/31/2023 8:41:55 PM,364926.0,0.0,0.0108298004411163,309.9765,820,Instagram
9697,-1695995320,Rakuten,3/31/2023 9:00:00 PM,47722.0,9155.0,0.0001168695022673,5.676578,1369,Facebook
9699,816962595,Rakuten,3/31/2023 9:00:01 PM,95505.0,11897.0,8.40797124134609e-05,5.636498,694,Twitter
9701,-37742062,Rakuten,3/31/2023 9:00:32 PM,6818.0,6818.0,0.0001494047619047,2.628898,251,YouTube
9703,-1318884351,Rakuten,3/31/2023 9:38:10 PM,12636.0,2217.0,0.0023200475907198,23.75756,39,Twitter
9704,-1848350423,Rakuten,3/31/2023 9:38:16 PM,1024.0,0.0,0.0004268032437046,6.18431,18,Facebook
9705,-1905893753,Rakuten,3/31/2023 9:38:43 PM,3528.0,619.0,0.0,0.01168584,0,Instagram Story
9707,155885740,Rakuten,3/31/2023 9:41:55 PM,11375.0,1996.0,0.0121505078119841,76.20444,920,Instagram
9708,-1195617110,Rakuten,3/31/2023 10:14:04 PM,250575.0,43961.0,0.210128715632807,1674.653,35409,Instagram
9709,716471025,Rakuten,3/31/2023 10:47:21 PM,37992.0,37992.0,0.0019784463489104,0.4348283,208,Instagram
9710,1650569574,Rakuten,3/31/2023 10:57:38 PM,339583.0,59576.0,0.0,166.3047,0,Instagram Story
9711,173127191,Rakuten,3/31/2023 11:03:05 PM,330533.0,57989.0,0.0,379.0995,0,Instagram Story
9713,-514105656,Rakuten,3/31/2023 11:05:19 PM,325328.0,57076.0,0.0,462.0619,0,Instagram Story
9715,-679289420,Rakuten,3/31/2023 11:13:41 PM,9540.0,9540.0,0.0043485319356185,1.213874,375,Instagram
9736,-1719254046,Rakuten,3/31/2023 11:19:04 PM,1569.0,184.0,8.94274408102126e-05,0.02618107,4,Twitter
9737,807765843,Rakuten,3/31/2023 11:20:00 PM,49030.0,8602.0,0.0153944989054916,153.6134,647,Twitter
9738,1446218699,Rakuten,3/31/2023 11:20:16 PM,320925.0,56303.0,0.0,509.5806,0,Instagram Story
9741,1274907956,Rakuten,3/31/2023 11:23:28 PM,150828.0,0.0,0.0003635781224103,683.445,3001,Twitter
9744,-296613172,Rakuten,3/31/2023 11:47:25 PM,173728.0,0.0,0.0006320516709813,1409.215,5217,Twitter
9747,1292555077,Rakuten,4/1/2023 12:04:18 AM,141810.0,0.0,0.0005267703019794,678.5893,4348,Twitter
9749,610399889,Rakuten,4/1/2023 12:08:12 AM,658553.0,0.0,0.0025297679971761,2423.075,73160,Instagram
9752,2126580424,Rakuten,4/1/2023 12:08:14 AM,589652.0,0.0,0.0010671064852756,1761.46,12500,Facebook
9755,1539335733,Rakuten,4/1/2023 12:09:09 AM,10221.0,10221.0,0.0080945088602056,0.5534857,851,Instagram
9757,833932358,Rakuten,4/1/2023 12:10:09 AM,1480.0,272.0,0.0004694940642536,0.08406597,21,Twitter
9759,1290255684,Rakuten,4/1/2023 12:20:00 AM,6176.0,1084.0,0.000975540116113,49.46137,41,Twitter
9760,425616710,Rakuten,4/1/2023 12:47:33 AM,316115.0,55459.0,0.0,19.77168,0,Instagram Story
9761,-1559740907,Rakuten,4/1/2023 12:56:55 AM,3063.0,538.0,0.0,1.082056,0,Instagram Story
9763,-844821813,Rakuten,4/1/2023 1:14:45 AM,311943.0,54727.0,0.0,0.132445,0,Instagram Story
9764,772752154,Rakuten,4/1/2023 1:33:05 AM,226430.0,39725.0,0.0008391009916075,612.0262,6926,Twitter
9765,-447917305,Rakuten,4/1/2023 1:33:53 AM,210363.0,0.0,0.0004715690555429,254.0956,5524,Facebook
9766,-1273429394,Rakuten,4/1/2023 1:34:51 AM,309774.0,54347.0,0.0,111.1005,0,Instagram Story
9767,865650398,Rakuten,4/1/2023 1:35:19 AM,6099.0,1070.0,0.0016179689730655,24.05121,68,Twitter
9768,1930821597,Rakuten,4/1/2023 2:00:10 AM,309494.0,54298.0,0.0,0.06403567,0,Instagram Story
9769,212951390,Rakuten,4/1/2023 2:06:30 AM,1489.0,240.0,0.000245925462228,0.02910082,11,Twitter
9771,-148676039,Rakuten,4/1/2023 2:08:14 AM,2184.0,384.0,0.0,0.02315406,0,Instagram Story
9773,-1676604903,Rakuten,4/1/2023 2:13:07 AM,102517.0,18951.0,0.0001423539799507,87.59875,1175,Twitter
9775,1127975034,Rakuten,4/1/2023 2:23:15 AM,103190.0,18137.0,0.0001430808938909,320.6294,1181,Twitter
9776,-579971713,Rakuten,4/1/2023 2:25:50 AM,89357.0,19412.0,0.00013944632419,5.670148,1151,Twitter
9777,-12431148,Rakuten,4/1/2023 2:27:11 AM,309769.0,54346.0,0.0,134.9392,0,Instagram Story
9779,630997487,Rakuten,4/1/2023 2:29:08 AM,1729.0,298.0,0.0004024234836459,0.1349851,18,Twitter
9782,1715309731,Rakuten,4/1/2023 2:30:55 AM,9584.0,2121.0,0.0023079851527553,5.995557,97,Twitter
9784,1436740687,Rakuten,4/1/2023 2:34:30 AM,305545.0,53605.0,0.0,21.7801,0,Instagram Story
9785,1073638423,Rakuten,4/1/2023 2:37:02 AM,194336.0,50500.0,0.0004882438631502,370.9853,4030,Twitter
9788,1436204421,Rakuten,4/1/2023 2:37:05 AM,18960.0,3924.0,0.0055439230988864,46.70144,233,Twitter
9792,2084441243,Rakuten,4/1/2023 2:37:47 AM,305091.0,53525.0,0.0,108.9273,0,Instagram Story
9793,885588209,Rakuten,4/1/2023 2:38:02 AM,566418.0,355639.0,0.0018536659073243,1892.391,21714,Facebook
9796,-1470183334,Rakuten,4/1/2023 2:38:36 AM,5256.0,923.0,0.0007376035024269,4.37122,31,Twitter
9797,110250971,Rakuten,4/1/2023 2:52:08 AM,11472.0,2983.0,0.003854573141715,3.78927,162,Twitter
9801,298712515,Rakuten,4/1/2023 2:52:31 AM,2098.0,369.0,0.0,0.006363614,0,Instagram Story
9802,664138958,Rakuten,4/1/2023 2:59:17 AM,307495.0,53947.0,0.0,250.4101,0,Instagram Story
9804,-2099484817,Rakuten,4/1/2023 3:00:42 AM,1418.0,226.0,0.0001117843010127,0.003944926,5,Twitter
9805,559896160,Rakuten,4/1/2023 3:01:07 AM,587935.0,103147.0,0.0021725034625334,4998.257,17932,Twitter
9806,32712107,Rakuten,4/1/2023 3:01:25 AM,997441.0,0.0,0.0025996055176311,5883.332,30452,Facebook
9807,358992302,Rakuten,4/1/2023 3:03:13 AM,9258.0,1880.0,0.0019034929094889,4.384418,80,Twitter
9811,70286518,Rakuten,4/1/2023 3:04:13 AM,109004.0,23545.0,0.0002152876786148,7.004369,1777,Twitter
9812,1513013459,Rakuten,4/1/2023 3:04:16 AM,1482725.0,363855.0,0.0071429638424368,11510.94,206572,Instagram
9813,2094546319,Rakuten,4/1/2023 3:05:49 AM,154902.0,27176.0,0.0005207126858113,450.4563,4298,Twitter
9814,1174351210,Rakuten,4/1/2023 3:06:25 AM,5799.0,1018.0,0.0010707147615875,5.617053,45,Twitter
9815,1869554651,Rakuten,4/1/2023 3:06:32 AM,304959.0,53502.0,0.0,172.8907,0,Instagram Story
9816,-476428841,Rakuten,4/1/2023 3:08:35 AM,93592.0,16420.0,0.0002444853885451,74.61956,2018,Twitter
9817,2086888595,Rakuten,4/1/2023 3:15:32 AM,2094.0,368.0,0.0,0.0009013289,0,Instagram Story
9818,-1850584087,Rakuten,4/1/2023 3:24:33 AM,14570.0,2708.0,0.0022128105072808,0.0370163,93,Twitter
9820,974651953,Rakuten,4/1/2023 3:24:52 AM,118410.0,31421.0,0.00019529754526,20.98052,1612,Twitter
9822,-1064142739,Rakuten,4/1/2023 3:25:34 AM,10591.0,10591.0,0.00539091246185,0.03764544,567,Instagram
9824,-1481696309,Rakuten,4/1/2023 3:27:25 AM,15894.0,6901.0,0.0139016938734928,0.066662,769,Facebook
9826,845607736,Rakuten,4/1/2023 3:28:23 AM,28809.0,6333.0,0.006305320262682,4.592398,265,Twitter
9830,-1157146521,Rakuten,4/1/2023 3:31:01 AM,306609.0,53792.0,0.0,38.50314,0,Instagram Story
9831,1038366318,Rakuten,4/1/2023 3:32:59 AM,1883.0,314.0,0.0003129960428357,6.565993e-05,14,Twitter
9833,1659810656,Rakuten,4/1/2023 3:33:46 AM,94756.0,16624.0,0.000245091150162,98.16975,2023,Twitter
9834,-734388242,Rakuten,4/1/2023 3:34:35 AM,7286.0,1648.0,0.0019986675549633,0.6360263,84,Twitter
9840,1869366333,Rakuten,4/1/2023 3:42:51 AM,306491.0,53771.0,0.0,224.1785,0,Instagram Story
9842,62768537,Rakuten,4/1/2023 3:48:47 AM,136083.0,37736.0,0.0002729561845353,447.1385,2253,Twitter
9844,1651998982,Rakuten,4/1/2023 3:49:34 AM,8674.0,1522.0,0.0014514133434853,9.68897,61,Twitter
9845,955613233,Rakuten,4/1/2023 3:50:31 AM,125084.0,21945.0,0.0003914431567837,123.0569,3231,Twitter
9846,1435801182,Rakuten,4/1/2023 3:55:48 AM,48821.0,1900.0,0.0023317788141239,0.6618142,98,Twitter
9848,-1900209004,Rakuten,4/1/2023 3:56:42 AM,403895.0,57227.0,0.0007198871054189,519.8608,5942,Twitter
9849,-1454194075,Rakuten,4/1/2023 3:59:20 AM,8584.0,1696.0,0.0025221281050728,0.01265386,106,Twitter
9855,-1492938594,Rakuten,4/1/2023 4:05:51 AM,152829.0,35642.0,0.0003377726775341,630.6249,2788,Twitter
9857,-522553014,Rakuten,4/1/2023 4:07:00 AM,714816.0,153195.0,0.0031847552224702,1860.447,92102,Instagram
9858,241573100,Rakuten,4/1/2023 4:10:45 AM,7210.0,1525.0,0.0011183020843247,2.238237,47,Twitter
9861,1598605338,Rakuten,4/1/2023 4:11:21 AM,158612.0,41037.0,0.00026483897887,180.999,2186,Twitter
9865,-1972551099,Rakuten,4/1/2023 4:18:17 AM,216444.0,140281.0,0.0008321953091758,89.08742,6869,Twitter
9868,2061343865,Rakuten,4/1/2023 4:18:20 AM,29780.0,7814.0,0.0098981631293423,0.5960813,416,Twitter
9872,-1634165382,Rakuten,4/1/2023 4:20:20 AM,3883278.0,3883278.0,0.0109828100259035,1061.146,317619,Instagram
9873,264254631,Rakuten,4/1/2023 4:21:40 AM,20906.0,4448.0,0.0049490815646711,0.608753,208,Twitter
9875,1301745527,Rakuten,4/1/2023 4:24:44 AM,581835.0,102077.0,0.0031101012930345,962.7798,25671,Twitter
9876,309845067,Rakuten,4/1/2023 4:25:00 AM,1480722.0,259776.0,0.0084090235123193,1880.46,243186,Instagram
9877,57606503,Rakuten,4/1/2023 4:25:03 AM,1115169.0,0.0,0.0040835455778236,1126.967,47835,Facebook
9878,775991063,Rakuten,4/1/2023 4:29:14 AM,306932.0,53848.0,0.0,49.00643,0,Instagram Story
9879,1562456289,Rakuten,4/1/2023 4:32:07 AM,27106.0,5773.0,0.0046159703055106,23.99541,194,Twitter
9883,1865698162,Rakuten,4/1/2023 4:39:02 AM,136670.0,46780.0,0.0002567217732047,40.18467,2119,Twitter
9886,500950938,Rakuten,4/1/2023 4:39:38 AM,215714.0,99685.0,0.0006394011994961,13.72839,7490,Facebook
9887,-1761869017,Rakuten,4/1/2023 4:43:10 AM,368946.0,64728.0,0.0012111597766532,736.9167,9997,Twitter
9888,1655617285,Rakuten,4/1/2023 4:43:55 AM,2095259.0,801804.0,0.0099769540763428,12666.1,288530,Instagram
9889,-385599147,Rakuten,4/1/2023 4:47:57 AM,20019.0,3513.0,0.0032597316074997,3.176351,137,Twitter
9890,-534862984,Rakuten,4/1/2023 4:52:00 AM,186851.0,32781.0,0.0007712556905246,848.1245,6366,Twitter
9891,-147041078,Rakuten,4/1/2023 4:52:07 AM,568852.0,99799.0,0.0024967108866608,1978.321,72204,Instagram
9892,-510273775,Rakuten,4/1/2023 4:53:05 AM,453298.0,0.0,0.001301595472459,1888.19,15247,Facebook
9893,-227704917,Rakuten,4/1/2023 4:53:21 AM,20186.0,3152.0,0.0062599208567148,2.287712,280,Twitter
9902,-398766134,Rakuten,4/1/2023 4:53:54 AM,99468.0,46084.0,0.0661641086826834,83.88007,3660,Facebook
9910,324738901,Rakuten,4/1/2023 5:06:55 AM,74871.0,74871.0,0.0010410714285714,0.09542363,1749,YouTube
9940,-791863394,Rakuten,4/1/2023 5:08:22 AM,329686.0,73195.0,0.0011805082388426,0.1599187,9744,Twitter
9965,-1897455781,Rakuten,4/1/2023 5:09:59 AM,1628777.0,830139.0,0.0042162063874387,0.2480752,49389,Facebook
9993,618663096,Rakuten,4/1/2023 5:12:56 AM,1172682.0,1172682.0,0.0041710397028345,139.2713,120625,Instagram
9994,-115722928,Rakuten,4/1/2023 5:14:45 AM,112538.0,19176.0,0.0001639190935092,4.922271,1353,Twitter
9996,627985499,Rakuten,4/1/2023 5:15:22 AM,131936.0,45279.0,0.0003308837181905,6.22301,3876,Facebook
9998,309202698,Rakuten,4/1/2023 5:58:21 AM,128115.0,24818.0,0.0001806381141332,31.51381,1491,Twitter
10000,-1887207585,Rakuten,4/1/2023 6:54:51 AM,872971.0,0.0,0.0012757291756035,117.9652,14944,Facebook
10001,225045677,Rakuten,4/1/2023 8:40:27 AM,39521.0,4107.0,0.0052346055010945,0.005414689,220,Twitter
10020,-323311553,Rakuten,4/1/2023 9:02:00 AM,9181.0,1856.0,0.0024269534595983,0.006769408,102,Twitter
